YTID;start_seconds;end_seconds;positive_labels;labels;Gunshot
6_AquUsq2t0;30000;40000;/m/04rlf,/m/07rjzl8,/m/09x0r;"Music;Slam;Speech";False
6_P0mSAcmX0;80000;90000;/m/07p9k1k,/m/07ptfmf;"Sizzle;Stir";False
6_SgqyBAPv0;190000;200000;/m/01yg9g;Lawn mower;False
6_fl1xxZ2j4;30000;40000;/m/07pl1bw,/m/07plct2,/m/083vt;"Splinter;Crushing;Wood";False
6aBqeQYPGGM;120000;130000;/m/025_jnm;Finger snapping;False
6aMqUvx818k;0;10000;/m/03v3yw,/m/09x0r;"Keys jangling;Speech";False
6aVDXoU2j2M;440000;450000;/m/015lz1,/m/04rlf,/m/07rwj3x,/m/07sr1lc;"Singing;Music;Whoop;Yell";False
6amwf4K7CT8;110000;120000;/m/02g901,/m/09x0r;"Electric shaver, electric razor;Speech";False
6b5Mkic_954;80000;90000;/m/01v_m0,/m/0hdsk;"Sine wave;Chirp tone";False
6b6KOxd2jck;13000;23000;/m/03k3r,/m/07q5rw0,/m/07rv9rh,/m/09x0r,/m/0jbk;"Horse;Neigh, whinny;Clip-clop;Speech;Animal";False
6bGL2nBJpuE;30000;40000;/m/07r4wb8;Knock;False
6bMJVOjgEc0;250000;260000;/m/02mk9,/m/07yv9,/t/dd00088;"Engine;Vehicle;Gush";False
6bW8Y0nSc0g;30000;40000;/m/04rlf,/m/07qwdck;"Music;Ping";False
6c-5b9sj35o;30000;40000;/m/01yrx,/m/068hy,/m/07qrkrw,/m/07r81j2,/m/0jbk;"Cat;Domestic animals, pets;Meow;Caterwaul;Animal";False
6c6uMuN42bk;80000;90000;/m/01w250;Whistling;False
6cQbxwbBqqI;260000;270000;/m/04rlf,/m/04szw,/m/07xzm,/m/09x0r,/m/0fx80y;"Music;Musical instrument;Ukulele;Speech;Plucked string instrument";False
6cX2K0UTgjU;540000;550000;/m/05x_td,/m/07qv_d5,/m/0912c9,/m/09x0r;"Air horn, truck horn;Toot;Vehicle horn, car horn, honking;Speech";False
6dFCMXNlmzQ;20000;30000;/m/0mkg;Accordion;False
6dLGxtbZ-T0;120000;130000;/m/04rlf,/m/07lnk;"Music;Trance music";False
6de_mfVMVik;50000;60000;/m/03cl9h,/m/07yv9,/m/09x0r;"Ice cream truck, ice cream van;Vehicle;Speech";False
6df5BScfvHs;30000;40000;/m/09x0r,/m/0l14jd,/t/dd00003;"Speech;Choir;Male singing";False
6dhpe65QOcc;16000;26000;/m/012n7d,/m/012ndj,/m/03j1ly,/m/03kmc9;"Ambulance (siren);Fire engine, fire truck (siren);Emergency vehicle;Siren";False
6dxpkuJZ4mQ;260000;270000;/m/03p19w,/m/04rlf;"Jackhammer;Music";False
6e-P6SURVDE;270000;280000;/m/01h3n,/m/03vt0,/m/0h2mp;"Bee, wasp, etc.;Insect;Fly, housefly";False
6e0F1Y6aMZk;30000;40000;/m/02qldy,/m/04rlf,/m/05zppz,/m/09x0r,/m/0brhx;"Narration, monologue;Music;Male speech, man speaking;Speech;Speech synthesizer";False
6eAnoN0hsE8;490000;500000;/m/01g90h;Stomach rumble;False
6eE83gQGrFg;0;10000;/m/015p6,/m/020bb7,/m/07pggtn;"Bird;Bird vocalization, bird call, bird song;Chirp, tweet";False
6eOcgtRy4Vw;410000;420000;/m/015lz1,/m/04rlf,/m/07q4ntr;"Singing;Music;Bellow";False
6eRqimJC1TU;20000;30000;/m/04rlf,/m/0m0jc;"Music;Electronica";False
6eY2DJBdRnU;70000;80000;/m/04fgwm;Electric toothbrush;False
6eheimUOP48;30000;40000;/m/0192l,/m/085jw;"Bagpipes;Wind instrument, woodwind instrument";False
6elnFyuUnaU;300000;310000;/m/01kcd,/m/0319l;"Brass instrument;French horn";False
6en8vahLsWg;570000;580000;/m/07plct2;Crushing;False
6eqjdgiGAsE;10000;20000;/m/07r04,/m/07yv9,/m/09x0r,/t/dd00129,/t/dd00130;"Truck;Vehicle;Speech;Outside, rural or natural;Engine starting";False
6ewVr6SG7iY;40000;50000;/m/04rlf,/m/07p6fty;"Music;Shout";False
6f83cfTbw0c;30000;40000;/m/026fgl,/m/0f8s22;"Wind chime;Chime";False
6f9hp7CJn64;40000;50000;/m/03qtwd,/m/053hz1,/t/dd00135;"Crowd;Cheering;Children shouting";False
6fVpEKC5JkY;60000;70000;/m/0463cq4,/m/04rlf,/m/09x0r;"Crying, sobbing;Music;Speech";False
6fZbqPdjOWI;210000;220000;/m/03dnzn,/m/0838f;"Bathtub (filling or washing);Water";False
6foahjk6QXU;220000;230000;/m/023vsd,/m/07pdjhy,/m/083vt;"Sanding;Rub;Wood";False
6fxzDQJ0AqI;30000;40000;/m/02mk9,/t/dd00066;"Engine;Medium engine (mid frequency)";False
6g0yZDMBXiE;40000;50000;/m/074ft;Song;False
6g2kz0QNYts;70000;80000;/g/122z_qxw,/m/09x0r,/m/0g6b5;"Firecracker;Speech;Fireworks";False
6gAInizlVKw;60000;70000;/m/068hy,/m/09x0r,/m/0bt9lr,/m/0jbk,/m/0lyf6;"Domestic animals, pets;Speech;Dog;Animal;Breathing";False
6gELF9ByMCc;5000;15000;/m/030rvx;Buzzer;False
6gNh2E4xn3E;30000;40000;/m/04rlf,/t/dd00003;"Music;Male singing";False
6gOjRqlgk_Y;30000;40000;/m/0199g,/m/04rlf,/m/07yv9,/m/09x0r;"Bicycle;Music;Vehicle;Speech";False
6gTrMRQPZMU;200000;210000;/m/013y1f,/m/01s0ps,/m/03xq_f,/m/05148p4,/m/05r5c;"Organ;Electric piano;Electronic organ;Keyboard (musical);Piano";False
6gp2JgYGCKM;40000;50000;/m/0283d,/m/04rlf;"Drum and bass;Music";False
6gtgyvUGAgw;410000;420000;/m/07phhsh,/m/09x0r;"Rumble;Speech";False
6h-AybJcyAs;30000;40000;/m/015lz1,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y,/m/0xzly;"Singing;Guitar;Music;Musical instrument;Plucked string instrument;Maraca";False
6hC-XKBcUI0;8000;18000;/m/07qjznl;Tick-tock;False
6hEx-wgrdAw;40000;50000;/m/02dgv,/m/07yv9,/m/0k4j;"Door;Vehicle;Car";False
6hPHV1jj53E;3000;13000;/m/07qmpdm,/m/09x0r;"Clatter;Speech";False
6hb0PdtXhvA;80000;90000;/m/07qfr4h,/m/09x0r;"Hubbub, speech noise, speech babble;Speech";False
6hfpIRmdn40;0;10000;/m/0ln16;Salsa music;False
6hj2F5xvGYE;30000;40000;/t/dd00003;Male singing;False
6i8NJqD6sos;280000;290000;/m/01h8n0,/m/04rlf,/m/09x0r;"Conversation;Music;Speech";False
6iBDxl3110Q;0;10000;/m/04rlf,/m/07hvw1;"Music;Field recording";False
6iBqrTDawM4;440000;450000;/m/0316dw;Typing;False
6iDl6L0WsdA;140000;150000;/m/04rlf,/m/09x0r,/t/dd00121;"Music;Speech;Boing";False
6iM8pWF0BMo;330000;340000;/m/01xq0k1,/m/07rpkh9,/m/0ch8v;"Cattle, bovinae;Moo;Livestock, farm animals, working animals";False
6iZ49s7eH5g;300000;310000;/m/04rlf,/m/0gywn;"Music;Soul music";False
6iawZ-TzFoo;4000;14000;/m/07r660_,/m/09x0r;"Giggle;Speech";False
6ibh38autyA;30000;40000;/m/02mk9,/m/07pb8fc,/m/07q2z82,/m/07yv9,/m/09x0r,/m/0k4j,/t/dd00066,/t/dd00130;"Engine;Idling;Accelerating, revving, vroom;Vehicle;Speech;Car;Medium engine (mid frequency);Engine starting";False
6ipDwi_KdlE;40000;50000;/m/01d3sd;Snoring;False
6iyinlZEgS4;40000;50000;/m/02lkt,/m/03wwcy,/m/04rlf,/m/04szw,/m/07r67yg,/m/09x0r;"Electronic music;Doorbell;Music;Musical instrument;Ding-dong;Speech";False
6j76kSyiOCA;90000;100000;/m/014zdl;Explosion;False
6jYXc4YYsTY;140000;150000;/m/013y1f,/m/03gvt;"Organ;Hammond organ";False
6j_0JxixrG8;30000;40000;/m/032s66,/m/0_1c;"Gunshot, gunfire;Artillery fire";True
6jeq5lP5Up0;30000;40000;/m/0155w,/m/04rlf;"Blues;Music";False
6k6tF0s0lNs;260000;270000;/m/01b9nn,/m/02rr_,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y;"Reverberation;Effects unit;Guitar;Music;Musical instrument;Plucked string instrument";False
6kEVmrfasFE;100000;110000;/m/068zj,/m/0jbk,/t/dd00129;"Pig;Animal;Outside, rural or natural";False
6kJNnElIDs8;30000;40000;/m/04rlf,/t/dd00003;"Music;Male singing";False
6kQcdo770RM;30000;40000;/m/04rlf,/t/dd00032;"Music;Funny music";False
6kYZXki6D7Q;40000;50000;/m/03l9g;Hammer;False
6kesVnpb3gg;100000;110000;/m/023vsd,/m/07pdjhy;"Sanding;Rub";False
6kguB8XWB64;40000;50000;/m/032s66,/m/073cg4;"Gunshot, gunfire;Cap gun";True
6kijTMUqcMI;0;10000;/m/07pqn27,/m/09x0r;"Bouncing;Speech";False
6kwlViY_wIg;7000;17000;/m/07pxg6y;Eruption;False
6l8elU3VEBE;330000;340000;/m/04rlf,/m/05tny_,/m/09x0r,/t/dd00125;"Music;Bark;Speech;Inside, small room";False
6lPgzqrvHHw;280000;290000;/m/03_d0,/m/04rlf;"Jazz;Music";False
6lPw0wKu7_M;180000;190000;/m/013y1f,/m/01s0ps,/m/03xq_f,/m/05148p4,/m/05r5c;"Organ;Electric piano;Electronic organ;Keyboard (musical);Piano";False
6lgH1cWR4Wo;21000;31000;/m/02dgv,/m/09x0r;"Door;Speech";False
6lhRhz7Ki_0;30000;40000;/m/026fgl,/m/03m9d0z,/m/0f8s22;"Wind chime;Wind;Chime";False
6liq2ueoVMM;0;10000;/m/07qyrcz,/m/09x0r;"Plop;Speech";False
6lx1_HygVcM;10000;20000;/m/096m7z;Noise;False
6m2isJwFrEM;190000;200000;/m/01m4t,/m/09x0r;"Printer;Speech";False
6m4k0yEqvsw;10000;20000;/m/0hdsk;Chirp tone;False
6m5hv5BX7KU;40000;50000;/m/04rlf,/m/07p7b8y,/m/09x0r;"Music;Fill (with liquid);Speech";False
6mBd8XtwkvM;30000;40000;/m/019jd,/m/02rlv9,/m/034srq,/m/056ks2,/m/05kq4;"Boat, Water vehicle;Motorboat, speedboat;Waves, surf;Rowboat, canoe, kayak;Ocean";False
6mH77gmb5HM;30000;40000;/m/07ptzwd,/m/0838f,/t/dd00088;"Pump (liquid);Water;Gush";False
6mSFHoHJJ3Q;440000;450000;/m/03vt0,/m/09f96,/m/0h2mp;"Insect;Mosquito;Fly, housefly";False
6mdPZ4dRYMo;30000;40000;/m/0chx_;White noise;False
6mfXuEKrxAo;30000;40000;/m/07pkxdp;Lullaby;False
6mi89T0OyjA;30000;40000;/m/05x_td,/m/09x0r,/t/dd00125;"Air horn, truck horn;Speech;Inside, small room";False
6noQGz52q0k;26000;36000;/m/01b9nn,/m/07qmpdm;"Reverberation;Clatter";False
6npxrceKQyQ;370000;380000;/m/06xkwv,/m/07rcgpl;"Mains hum;Hum";False
6nrVqPkhJjU;80000;90000;/m/02yds9,/m/0jbk;"Purr;Animal";False
6o0es8k9Jx8;30000;40000;/m/07rbp7_;Whip;False
6o6DsSnbpxE;60000;70000;/m/015lz1,/m/04rlf,/m/06cqb;"Singing;Music;Reggae";False
6o8PU_E-4cg;2000;12000;/m/07ryjzk;Slap, smack;False
6oEWGoNoOCE;180000;190000;/m/025rv6n,/m/07qwf61,/m/0dbvp;"Fowl;Honk;Goose";False
6oUbMSx8QQE;50000;60000;/m/015lz1,/m/016cjb,/m/04rlf;"Singing;Gospel music;Music";False
6o_34a_o_1s;18000;28000;/m/01rd7k,/m/025rv6n,/m/07svc2k;"Turkey;Fowl;Gobble";False
6og50XOZeIk;10000;20000;/m/01qbl,/m/026t6,/m/02hnl,/m/02k_mr,/m/03qtq,/m/03t3fj,/m/06rvn,/m/0bm02,/m/0l14md;"Cymbal;Drum;Drum kit;Drum roll;Hi-hat;Rimshot;Snare drum;Bass drum;Percussion";False
6oi1zGOIo7I;30000;40000;/m/07pjjrj,/m/07rdhzs;"Smash, crash;Whack, thwack";False
6oqbYipROOs;30000;40000;/m/02p0sh1,/m/04rlf;"Traditional music;Music";False
6ouRyaMTAVY;7000;17000;/m/07ryjzk;Slap, smack;False
6oxzYHDgFaA;180000;190000;/m/0261r1,/m/09x0r,/t/dd00126;"Babbling;Speech;Inside, large room or hall";False
6p4YV8ISD1k;250000;260000;/m/01d3sd,/m/04rlf,/m/09x0r;"Snoring;Music;Speech";False
6pELoW59vq0;30000;40000;/m/07pczhz;Chop;False
6pYhsjTUnIc;21000;31000;/m/04rlf,/m/07p6mqd,/m/09x0r;"Music;Slosh;Speech";False
6pg6tQztdg0;30000;40000;/m/024dl,/m/09x0r;"Cash register;Speech";False
6pifhdQ0pdg;10000;20000;/m/012f08,/m/07r04,/m/07yv9,/m/09x0r,/m/0btp2,/m/0k4j;"Motor vehicle (road);Truck;Vehicle;Speech;Traffic noise, roadway noise;Car";False
6q9gT-3YmsU;230000;240000;/m/08p9q4;Sidetone;False
6qY1ojVpxB4;30000;40000;/m/04rlf,/t/dd00003;"Music;Male singing";False
6qi1KV9MoO0;110000;120000;/m/019jd,/m/034srq,/m/03m9d0z,/m/05kq4,/m/0hsrw,/t/dd00092;"Boat, Water vehicle;Waves, surf;Wind;Ocean;Sailboat, sailing ship;Wind noise (microphone)";False
6qlfodh49BA;0;3000;/m/03wwcy,/m/07r67yg;"Doorbell;Ding-dong";False
6qmGCfCrU6w;20000;30000;/m/01z5f,/m/068hy,/m/0bt9lr,/m/0ghcn6,/m/0jbk;"Canidae, dogs, wolves;Domestic animals, pets;Dog;Growling;Animal";False
6qtqDXeovbA;60000;70000;/m/068hy,/m/07q6cd_,/m/0bt9lr,/m/0jbk;"Domestic animals, pets;Squeak;Dog;Animal";False
6quVNuz_sIs;30000;40000;/m/05_wcq;Bird flight, flapping wings;False
6r72v1BpNvI;30000;40000;/m/0939n_,/m/09x0r;"Gargling;Speech";False
6rCfhF-fNb4;30000;40000;/m/01v1d8,/m/04rlf;"Sampler;Music";False
6rJrrfRO3cA;490000;500000;/m/02z32qm,/m/04rlf,/m/09x0r;"Fusillade;Music;Speech";False
6rTnFRkcNYs;170000;180000;/m/0642b4,/m/09x0r;"Cupboard open or close;Speech";False
6rsLfmxzGlM;120000;130000;/m/07yv9,/m/09ct_,/m/09x0r;"Vehicle;Helicopter;Speech";False
6s-smRjmHYM;190000;200000;/m/09x0r,/m/0ytgt,/t/dd00013;"Speech;Child speech, kid speaking;Children playing";False
6sWVG6GyJBU;110000;120000;/m/04rlf,/t/dd00034;"Music;Tender music";False
6scK5HLdh1o;0;10000;/m/027m70_;Jingle bell;False
6se-2qAjyO4;40000;50000;/m/01yrx,/m/02yds9,/m/068hy,/m/0jbk;"Cat;Purr;Domestic animals, pets;Animal";False
6sy6SC3XuMU;90000;100000;/m/01j3sz,/m/09x0r,/t/dd00001;"Laughter;Speech;Baby laughter";False
6szBKwzI1oA;50000;60000;/m/014yck,/m/07yv9,/m/09x0r,/m/0cmf2,/m/0k5j;"Aircraft engine;Vehicle;Speech;Fixed-wing aircraft, airplane;Aircraft";False
6tZkddJiMT4;7000;17000;/m/07p78v5;Zing;False
6tbnQvpEV_g;110000;120000;/m/07p9k1k,/m/0dxrf;"Sizzle;Frying (food)";False
6tgqKy43vmw;270000;280000;/m/04rlf,/t/dd00127;"Music;Inside, public space";False
6u14wxqIlZ4;30000;40000;/m/01yrx,/m/04rlf,/m/07qrkrw,/m/0jbk;"Cat;Music;Meow;Animal";False
6u4Hhc3Ya3s;60000;70000;/m/04rlf,/m/07qw_06;"Music;Wail, moan";False
6uH-Wj6smUQ;30000;40000;/m/02rhddq,/m/09x0r;"Reversing beeps;Speech";False
6uIOGE36tWo;110000;120000;/m/01kcd,/m/01wy6;"Brass instrument;Clarinet";False
6uLtyzRgmyI;170000;180000;/m/015lz1,/m/02sgy;"Singing;Electric guitar";False
6uau40iIjC0;200000;210000;/m/0lyf6;Breathing;False
6utV85ZQA94;30000;40000;/m/07bjf,/m/09x0r;"Single-lens reflex camera;Speech";False
6v3wp68wBCE;50000;60000;/m/05_wcq;Bird flight, flapping wings;False
6vDMRkvF4f4;310000;320000;/m/01h3n,/m/03vt0,/m/09f96,/m/09xqv,/m/0h2mp;"Bee, wasp, etc.;Insect;Mosquito;Cricket;Fly, housefly";False
6vSSsSpWUDI;30000;40000;/m/07s0dtb,/m/09x0r;"Gasp;Speech";False
6vcpZCbAd1U;1000;11000;/m/07qmpdm,/m/09x0r;"Clatter;Speech";False
6vv_w-TvcrY;120000;130000;/m/01h3n,/m/03vt0,/m/0h2mp;"Bee, wasp, etc.;Insect;Fly, housefly";False
6wAyJnF4Q6Y;200000;210000;/m/023vsd,/m/07pdjhy;"Sanding;Rub";False
6wG8ayyFfv0;90000;100000;/m/04rlf,/m/07yv9,/m/09x0r,/m/0h9mv,/m/0k4j,/m/0ltv;"Music;Vehicle;Speech;Tire squeal;Car;Race car, auto racing";False
6wOven-bvuc;70000;80000;/m/04rlf,/t/dd00032;"Music;Funny music";False
6wg3GJZk7Q0;30000;40000;/m/01yrx,/m/04rlf,/m/068hy,/m/07qrkrw,/m/0jbk;"Cat;Music;Domestic animals, pets;Meow;Animal";False
6x3vVQkwnZ4;70000;80000;/m/0k65p,/t/dd00125;"Hands;Inside, small room";False
6xJW7foStBY;120000;130000;/m/0dl5d;Progressive rock;False
6xgrSnsFSnk;0;10000;/m/04rlf,/m/09x0r,/t/dd00121;"Music;Speech;Boing";False
6xwYlluHhXs;0;10000;/m/07rknqz,/m/07yv9,/m/0h9mv,/m/0k4j,/m/0ltv;"Skidding;Vehicle;Tire squeal;Car;Race car, auto racing";False
6xxu6f0f0e4;60000;70000;/m/015lz1,/m/02mscn,/m/04rlf,/m/06bxc,/m/074ft,/m/0glt670;"Singing;Christian music;Music;Rapping;Song;Hip hop music";False
6ynXQdEG4rY;40000;50000;/m/06hps;Rodents, rats, mice;False
6yyToq9cW9A;60000;70000;/m/02rhddq,/m/07r04,/m/07yv9;"Reversing beeps;Truck;Vehicle";False
6z3eDM1VvfI;25000;35000;/m/068hy,/m/07r81j2,/m/09x0r,/m/0jbk;"Domestic animals, pets;Caterwaul;Speech;Animal";False
6z4HD7Dw7i8;30000;40000;/m/01y3hg,/m/09x0r,/m/0c3f7m;"Smoke detector, smoke alarm;Speech;Fire alarm";False
6z9Omn1fhjo;30000;40000;/m/019jd,/m/02rlv9;"Boat, Water vehicle;Motorboat, speedboat";False
6zDSXOtWwZE;320000;330000;/m/04rlf,/m/06cqb;"Music;Reggae";False
6zd0ygwnsGM;30000;40000;/m/07pp8cl;Telephone bell ringing;False
6zgvEiJJrM8;420000;430000;/m/0140xf,/m/02mscn,/m/04rlf;"Christmas music;Christian music;Music";False
6zgzUgZi8vo;380000;390000;/m/0dxrf;Frying (food);False
6zprs4dvSC8;30000;40000;/m/01bns_,/m/0d8_n;"Zither;Pizzicato";False
6zsk7B4jgxk;140000;150000;/m/0130jx,/m/02jz0l,/m/0838f;"Sink (filling or washing);Water tap, faucet;Water";False
6zticYYPzEE;40000;50000;/m/02bm9n,/m/0l7xg,/t/dd00077;"Ratchet, pawl;Gears;Mechanisms";False
6ztm2J-GRNU;0;10000;/m/07qyrcz,/m/09x0r;"Plop;Speech";False
7-8QfCtmeOo;210000;220000;/m/01z47d,/m/09x0r;"Busy signal;Speech";False
7-iihz0vsPY;30000;40000;/m/01z47d;Busy signal;False
705jSvJI0l0;30000;40000;/m/04rlf,/m/0b9m1;"Music;Harmonic";False
70DYY5DkbG0;10000;20000;/g/122z_qxw,/m/09x0r,/t/dd00125;"Firecracker;Speech;Inside, small room";False
70Y4dls8VVg;90000;100000;/m/01j3sz,/t/dd00001;"Laughter;Baby laughter";False
70ia88_c-rU;30000;40000;/m/05x_td,/m/0912c9,/t/dd00129;"Air horn, truck horn;Vehicle horn, car horn, honking;Outside, rural or natural";False
70loM_n4lJM;20000;30000;/m/03vt0,/m/09f96,/m/0h2mp;"Insect;Mosquito;Fly, housefly";False
70oARHTT63c;40000;50000;/m/01rd7k,/m/025rv6n,/m/07svc2k;"Turkey;Fowl;Gobble";False
70zkNgxb-gs;30000;40000;/m/07qh7jl,/t/dd00077;"Creak;Mechanisms";False
712QrVEkaAo;30000;40000;/m/01c194;Mantra;False
71Jr2ieXhyI;30000;40000;/m/0d31p;Vacuum cleaner;False
71NPWi9Xs6o;310000;320000;/m/04rlf,/m/0xzly;"Music;Maraca";False
71Y6xnT_Cz4;210000;220000;/m/09x0r,/t/dd00112;"Speech;Crumpling, crinkling";False
71nimOIhEFU;470000;480000;/m/01g50p,/m/04zmvq,/m/06d_3,/m/07jdr;"Railroad car, train wagon;Train whistle;Rail transport;Train";False
72-6e1lw7LM;100000;110000;/m/01z47d,/m/09x0r;"Busy signal;Speech";False
722ZD8iNIBU;30000;40000;/m/07q0yl5,/m/09x0r;"Snort;Speech";False
72BQGxxiwIY;160000;170000;/m/0dq0md;Music of Bollywood;False
72Lf5uYJfZM;30000;40000;/m/07qdb04;Quack;False
72UgXNqnYuk;30000;40000;/m/04rlf,/t/dd00004;"Music;Female singing";False
72_Hk1cdoxk;70000;80000;/m/0326g,/m/0g293;"Flamenco;Music of Latin America";False
72cHsypArNc;490000;500000;/m/04rlf,/m/05r5wn,/m/09x0r;"Music;Rattle (instrument);Speech";False
72f43l_5enE;0;10000;/m/07pqn27;Bouncing;False
72wtqWYGKgA;10000;20000;/m/0ghcn6,/t/dd00125;"Growling;Inside, small room";False
731u5OaVa5c;20000;30000;/m/07qw_06;Wail, moan;False
732xfAeyuJE;0;10000;/m/07plct2;Crushing;False
7342zytpO4o;30000;40000;/m/012ndj,/m/03j1ly,/m/03kmc9;"Fire engine, fire truck (siren);Emergency vehicle;Siren";False
73DnOBXzdVM;30000;40000;/m/04rlf,/t/dd00003,/t/dd00006;"Music;Male singing;Synthetic singing";False
73SYrra4rzM;30000;40000;/m/07pzfmf,/m/09x0r;"Crackle;Speech";False
73qQODel1xU;190000;200000;/m/03cczk,/m/07pdhp0;"Chewing, mastication;Biting";False
73uN69-lXEE;70000;80000;/m/02w4v,/m/04rlf;"Folk music;Music";False
74MqoHo-kSs;30000;40000;/m/02cjck,/m/04rlf;"Theme music;Music";False
74ZtTQKeQoU;0;10000;/m/07rqsjt;Whoosh, swoosh, swish;False
74bgHaM43RU;10000;20000;/m/03dnzn,/m/0838f;"Bathtub (filling or washing);Water";False
74zhNxgFkTQ;230000;240000;/m/04rlf,/m/0dl5d;"Music;Progressive rock";False
759nCPg2ods;30000;40000;/m/04rlf,/m/09x0r,/t/dd00004;"Music;Speech;Female singing";False
75UH33tO0Bo;30000;40000;/m/0155w,/m/04rlf;"Blues;Music";False
767SBLnTTlA;30000;40000;/m/03vt0,/m/09f96,/m/0h2mp;"Insect;Mosquito;Fly, housefly";False
76oYPMTVIQ0;30000;40000;/m/07q7njn;Chink, clink;False
76pFWYirLCw;0;10000;/m/04rlf,/m/07rrh0c,/m/09x0r;"Music;Thunk;Speech";False
76pXCH-hvb4;30000;40000;/m/014zdl,/m/04rlf;"Explosion;Music";False
770gRHwg1pA;20000;30000;/m/01g90h;Stomach rumble;False
777vfvZlUWc;290000;300000;/t/dd00065;Light engine (high frequency);False
77A-WJHQy3Q;30000;40000;/m/04rlf,/m/09x0r,/t/dd00004;"Music;Speech;Female singing";False
77DHZFJZnK4;30000;40000;/m/02rhddq,/m/07r04,/m/07yv9,/m/09x0r;"Reversing beeps;Truck;Vehicle;Speech";False
77facv5ZupE;80000;90000;/m/04rlf,/m/05r6t;"Music;Punk rock";False
782irv2y6W0;190000;200000;/m/03l9g;Hammer;False
78BtX0oNXHQ;100000;110000;/m/0140xf,/m/04rlf,/m/05fw6t;"Christmas music;Music;Music for children";False
78KjO5EH6dk;190000;200000;/m/046dlr,/m/068hy,/m/09x0r,/m/0bt9lr,/m/0jbk;"Alarm clock;Domestic animals, pets;Speech;Dog;Animal";False
78R6KgsSPRk;0;10000;/m/06mb1,/m/0jb2l,/m/0ngt1;"Rain;Thunderstorm;Thunder";False
78izAxpHSOI;230000;240000;/m/025wky1,/m/09x0r,/t/dd00125;"Air conditioning;Speech;Inside, small room";False
78qlcOgPZ9U;15000;25000;/m/07pn_8q;Chopping (food);False
794cfJsgAsY;20000;30000;/m/015lz1,/m/0326g,/m/04rzd;"Singing;Flamenco;Mandolin";False
796ft4SDrnQ;0;10000;/m/015jpf,/m/09x0r;"Dial tone;Speech";False
796kHVa2UVw;320000;330000;/m/03cczk,/m/09x0r,/t/dd00125;"Chewing, mastication;Speech;Inside, small room";False
799uAdtmY9k;160000;170000;/m/02bm9n,/m/05zc1,/t/dd00077;"Ratchet, pawl;Pulleys;Mechanisms";False
79_6qU6dI78;420000;430000;/m/02p3nc,/m/09x0r;"Hiccup;Speech";False
7AC9RqECN5k;30000;40000;/m/0l14jd,/t/dd00003,/t/dd00004;"Choir;Male singing;Female singing";False
7ALU6YNOf2w;110000;120000;/m/09x0r,/m/0brhx;"Speech;Speech synthesizer";False
7AfaA5FM4W0;30000;40000;/m/03kmc9,/m/0dgbq;"Siren;Civil defense siren";False
7AiAK5YI-sw;0;10000;/m/0cj0r,/t/dd00129;"Pink noise;Outside, rural or natural";False
7AliTSUCwvA;30000;40000;/m/07qs1cx;Crack;False
7Als67qlD9Q;30000;40000;/m/016cjb,/m/04rlf;"Gospel music;Music";False
7B1OAtD_VIA;30000;40000;/m/0155w,/m/04rlf;"Blues;Music";False
7Bfg94jYDVI;260000;270000;/m/032s66,/m/04zjc;"Gunshot, gunfire;Machine gun";True
7Bg-MQzCdo8;570000;580000;/m/04rlf,/m/07pp8cl,/m/09x0r,/t/dd00126;"Music;Telephone bell ringing;Speech;Inside, large room or hall";False
7BiRd6CpHFE;210000;220000;/m/0k65p;Hands;False
7Bon3WIhDq4;160000;170000;/m/018j2,/m/028ght,/m/04rlf,/m/09x0r,/m/0gg8l;"Banjo;Applause;Music;Speech;Bluegrass";False
7C53GfbWiv0;30000;40000;/m/0342h,/m/042v_gx,/m/04rlf,/m/04szw,/m/07rc7d9,/m/09x0r,/m/0bt9lr,/m/0jbk,/t/dd00136;"Guitar;Acoustic guitar;Music;Musical instrument;Bow-wow;Speech;Dog;Animal;Whimper (dog)";False
7CF182nt-bE;30000;40000;/m/04rlf,/m/0l156b;"Music;Steelpan";False
7Czq0yfgclU;0;10000;/m/0838f,/t/dd00088;"Water;Gush";False
7DFJpPvm36g;30000;40000;/m/068hy,/m/07rc7d9,/m/09x0r,/m/0bt9lr,/m/0jbk,/t/dd00136;"Domestic animals, pets;Bow-wow;Speech;Dog;Animal;Whimper (dog)";False
7DIPyJB4osY;30000;40000;/m/01sm1g,/m/0l14md;"Wood block;Percussion";False
7DnayFfLdok;30000;40000;/m/02rhddq,/m/07r04,/m/07yv9;"Reversing beeps;Truck;Vehicle";False
7E--KkWuiR0;0;10000;/m/01h82_,/m/02mk9;"Engine knocking;Engine";False
7EKHXdoE0ls;60000;70000;/m/04rlf,/m/07hvw1,/m/07yv9,/m/09x0r;"Music;Field recording;Vehicle;Speech";False
7EPlBrtzv74;170000;180000;/m/0463cq4,/m/09x0r,/t/dd00125;"Crying, sobbing;Speech;Inside, small room";False
7Ep2a7_sbmc;260000;270000;/m/09x0r,/m/0l15bq;"Speech;Clapping";False
7EvLwfwRrqA;30000;40000;/m/05pd6;Orchestra;False
7Ew4nOmZuyY;30000;40000;/m/04rlf,/m/07pjwq1,/m/09x0r;"Music;Buzz;Speech";False
