# Segments csv created Sun Mar  5 10:54:31 2017,,,
# num_ytids=22160, num_segs=22160, num_unique_labels=527, num_positive_labels=52882
YTID, start_seconds, end_seconds, positive_labels
C08wtF9ePHk,440000,450000,"/m/023pjk,/m/04brg2"
C0AQyOVGvFM,100000,110000,"/m/015lz1,/m/04rlf,/m/06j6l"
C0C4BbUMkOY,30000,40000,/m/07rgkc5
C0HtFvZC5W8,80000,90000,/m/018w8
C0YAnCOGvdk,260000,270000,"/m/04rlf,/t/dd00034"
C0dNM6u1Opg,0,10000,/m/07szfh9
C0eCERYt4bA,30000,40000,"/m/016cjb,/m/04rlf,/m/06j64v"
C1692IBSWaI,20000,30000,"/m/0199g,/m/07s02z0,/m/07yv9,/m/09x0r"
C1EjihFnp3o,30000,40000,"/m/02mk9,/m/07q2z82,/m/07yv9,/m/09x0r,/m/0k4j,/t/dd00066"
C1O7V0jiiNw,290000,300000,"/m/07yv9,/m/0k4j,/t/dd00129,/t/dd00130"
C1SqNwR-SFA,450000,460000,/m/0261r1
C1Ua4UFsmzE,30000,40000,"/m/07st88b,/m/09ld4"
C1b8yTNmMbI,200000,210000,"/m/0195fx,/m/01g50p,/m/06d_3,/m/07jdr"
C223Ktqjrmw,30000,40000,"/m/01j3sz,/m/02zsn,/m/09x0r"
C27eNiXJAHg,30000,40000,/m/07s0dtb
C2Ccv6reRU8,0,10000,/m/03lty
C2Kx6S0pU9g,40000,50000,"/m/015lz1,/m/016cjb,/m/02mscn,/m/04rlf,/m/0l14jd,/m/0y4f8"
C2gkVodtiCs,60000,70000,"/m/019jd,/m/034srq,/m/05kq4,/m/06q74"
C2vUzqlexgQ,30000,40000,"/m/0199g,/m/07yv9,/m/09x0r"
C36h7Ya2FBM,120000,130000,"/m/04rlf,/m/07c52"
C3A9A0myM4A,320000,330000,"/m/07rkbfh,/m/09x0r,/t/dd00126"
C3Gr1FbaIQs,50000,60000,"/m/04rlf,/m/07plz5l,/m/09x0r"
C3HqFyYZBGI,30000,40000,"/m/01h8n0,/m/09x0r,/m/0l15bq"
C3c7LnaN2AE,110000,120000,"/m/025rv6n,/m/07qwf61,/m/0dbvp"
C3imr3BZLX0,20000,30000,"/m/0145m,/m/04rlf"
C3msYakeZUE,60000,70000,"/m/0261r1,/m/09x0r,/m/0ytgt"
C4-_w6N3plU,30000,40000,"/m/01h8n0,/m/02qldy,/m/02zsn,/m/09x0r"
C45UcC1rag8,190000,200000,"/m/07p7b8y,/m/09x0r"
C4KXVhS4Uco,30000,40000,"/m/01s0vc,/m/09x0r"
C4MIXvkfQ8I,30000,40000,"/m/01sm1g,/m/0l14md"
C4MeKaeaPcU,30000,40000,"/m/013y1f,/m/01s0ps,/m/03xq_f,/m/05148p4,/m/05r5c"
C4XXm2vgpe8,30000,40000,/m/0mbct
C4amboojHTQ,110000,120000,/m/07kc_
C4gMM8aXagQ,30000,40000,"/m/09x0r,/m/0c3f7m"
C4l0CG4ojf4,20000,30000,"/m/04rlf,/t/dd00006"
C5N5XQ7l_e8,20000,30000,"/m/04rlf,/m/07bjf,/m/0dv5r"
C5QxHyI1GBc,520000,530000,"/m/068hy,/m/07ppn3j,/m/09x0r,/m/0bt9lr,/m/0jbk,/t/dd00129"
C5Zs-Lb2rIM,90000,100000,/m/01hgjl
C5g9bxn3ZK8,160000,170000,/m/025wky1
C6-JxDWYJ-A,70000,80000,"/m/04rlf,/m/06by7,/m/07sbbz2"
C6FBuP5P9Mo,40000,50000,"/m/07bjf,/m/0dv5r"
C6OehfdLz00,30000,40000,"/m/05rj2,/m/09x0r"
C6a6CS95B40,560000,570000,"/m/081rb,/m/09x0r,/t/dd00125"
C6blVQB_y_E,110000,120000,"/m/04rlf,/m/0l156b"
C6hw9F5BWMI,120000,130000,/m/02z32qm
C6mBMAxT70c,12000,22000,/t/dd00067
C6oGZmDez18,10000,20000,"/m/024dl,/m/04rlf"
C6ws4MxOH2Y,220000,230000,"/m/01kcd,/m/06ncr,/m/085jw"
C72bv2YhZ6A,0,10000,"/m/014zdl,/m/02_41,/m/09x0r"
C7ipCdLK60M,80000,90000,/m/0mbct
C7xhZvkBmHo,30000,40000,"/m/07pyy8b,/m/09x0r"
C8DTVVQljYM,180000,190000,"/m/04rlf,/m/07phhsh"
C8ObS1VYVI4,30000,40000,/m/01b82r
C8WCeSEj_kE,40000,50000,/m/0dq0md
C91U_qUVqmk,0,10000,"/m/07p6fty,/m/09x0r"
C982MraCl9Q,0,9000,"/m/01hnzm,/m/04rlf"
C9BTCVxSHR8,30000,40000,/m/07hvw1
C9DUlzT0X8Q,30000,40000,"/m/09x0r,/t/dd00112,/t/dd00125"
C9K93AUFuvk,0,10000,/m/07pp_mv
C9Ot0lN_Sew,30000,40000,"/m/04rlf,/m/07brj"
C9SbW7DnSho,50000,60000,/m/02_41
C9_BUR8rGtE,30000,40000,"/m/02dgv,/m/02y_763"
C9e2k030QcY,30000,40000,"/m/03q5t,/m/05148p4"
C9kJOuxF4QU,14000,24000,"/m/07sx8x_,/m/09x0r"
C9qQ-2zeX0E,30000,40000,"/m/07r4wb8,/m/09x0r"
CA-ImQKosT0,190000,200000,"/m/015lz1,/m/05lls"
CAbNGe1PWoY,130000,140000,"/m/0342h,/m/03lty,/m/04rlf,/m/04szw,/m/0fx80y"
CAgSzHkGzwQ,30000,40000,/t/dd00067
CB1eSoXpwfk,0,6000,/m/01s0vc
CB4c5mc0RkA,240000,250000,/m/06hck5
CB9pWYA1Wyk,40000,50000,"/m/07p6mqd,/m/09x0r"
CBX4Kl8ibRM,30000,40000,"/m/01h82_,/m/01jwx6"
CBlxdQyB1OI,410000,420000,"/m/01yg9g,/m/02mk9,/m/04rlf,/m/09x0r"
CCFYOw8keiI,100000,110000,"/m/085jw,/m/0l14l2"
CCGPTltL1xM,30000,40000,"/m/04rlf,/m/0m0jc"
CCH75UCDwJY,30000,40000,/m/0hdsk
CCHRD-G9sfA,90000,100000,"/m/014zdl,/m/02z32qm,/m/032s66,/m/09x0r,/m/0g6b5"
CCHdI7-sRiA,30000,40000,/m/07swgks
CCbrgWAf8vQ,370000,380000,"/m/01s0vc,/m/09x0r"
CCcpSFCqtiw,520000,530000,"/m/01g50p,/m/06d_3,/m/07jdr,/m/07rwm0c,/t/dd00048"
CCdCRvQzf_c,30000,40000,"/m/068hy,/m/07r_k2n,/m/07rc7d9,/m/09x0r,/m/0bt9lr,/m/0jbk,/t/dd00136"
CCsspWP5M1A,40000,50000,"/m/02z32qm,/m/04rlf,/m/09x0r"
CD7INyI79fM,170000,180000,"/m/02yds9,/m/04rlf,/m/06_fw"
CD_479dAS8A,90000,100000,"/m/04_sv,/m/07s34ls,/m/07yv9"
CDbjqygOlhI,30000,40000,/m/01glhc
CDoALPqpFUo,110000,120000,/m/07qcx4z
CDoDCYP9MBc,30000,40000,"/m/02y_763,/m/09x0r"
CDrWo1vDbyE,410000,420000,"/m/01280g,/m/04rlf,/m/09x0r,/m/0cdnk,/m/0jbk"
CDwk_DbprX4,30000,40000,"/m/02fs_r,/m/09x0r,/m/0c3f7m"
CE8hMDPAJBk,80000,90000,"/m/01jwx6,/m/07yv9,/m/09x0r,/m/0k4j"
CEYm8gIZkqU,30000,40000,"/m/04rlf,/m/05r5c,/m/07r67yg"
CE_mJV2PaOc,220000,230000,"/m/07yv9,/m/09ct_,/m/09x0r"
CEeRIEDm8dI,200000,210000,/m/0dl83
CEfOX4fYlsY,20000,30000,/m/05_wcq
CEfpUeWuN2Q,180000,190000,"/m/02rr_,/m/04rlf,/m/096m7z,/m/0l14qv"
CEmbZUIXmO0,130000,140000,"/m/015lz1,/m/0342h,/m/07brj"
CEo4XP3Mb3M,24000,34000,"/m/04rlf,/m/05fw6t,/m/09x0r"
CEoD4q2RmT8,30000,40000,"/m/019jd,/m/02rlv9"
CF1Po5SbSQM,450000,460000,"/m/07qh7jl,/t/dd00077"
CFLiUsZvjqw,30000,40000,"/m/06mb1,/m/07r10fb"
CFUB2_5zHzg,30000,40000,"/m/01b82r,/m/07k1x,/m/07pdjhy,/m/083vt,/m/0_ksk"
CFVEd9Wq9m0,30000,40000,"/m/07plz5l,/m/09x0r"
CFgNAjfwmvw,6000,16000,/m/046dlr
CFib-0PA3DY,170000,180000,"/m/01x3z,/m/04rlf"
CFqGzYvwdX4,160000,170000,"/m/07k1x,/t/dd00088"
CFqHnp9pJxU,110000,120000,"/m/01xq0k1,/m/07rpkh9,/m/0ch8v"
CGLPgBo2_Os,440000,450000,/m/02x984l
CGdtIhYdBPk,120000,130000,"/m/07rgt08,/m/07s04w4,/m/09x0r"
CGqeMWwwgYU,24000,34000,/m/07qz6j3
CH0-d1udXWY,50000,60000,/m/0cj0r
CHBhh3ASk5Q,30000,40000,"/m/03j1ly,/m/03kmc9,/m/04qvtq"
CHSeESjxHDs,30000,40000,"/m/04229,/m/07yv9,/m/0k5j"
CH_F-rBgN8M,40000,50000,"/m/03qtwd,/m/04gy_2"
CHjRmbWaOuU,80000,90000,"/m/04rlf,/m/07qjznt"
CHo8wKj9J1w,30000,40000,"/m/026t6,/m/04rlf,/m/04szw,/m/05r5wn,/m/0l14md"
CIfMy9PFlz0,260000,270000,"/m/04rlf,/m/09x0r,/m/0fd3y"
CIiZFckAT5M,0,10000,"/m/01hsr_,/m/05zppz,/m/09x0r"
CJ0GlFahVck,30000,40000,"/m/03k3r,/m/07q5rw0,/m/07rv9rh,/m/09x0r,/m/0jbk"
CJ0kz4TA8eE,30000,40000,/m/02yds9
CJ6T6iGgQCI,30000,40000,"/m/023pjk,/m/04brg2"
CJ9FjsZRsME,140000,150000,"/m/01280g,/m/068zj,/m/0jbk"
CJY1jAEp3oQ,120000,130000,/m/03wvsk
CJa63MLFt_U,30000,40000,"/m/015vgc,/m/04rlf"
CJd4vO8jkyE,70000,80000,"/m/01lyv,/m/0342h,/m/04rlf,/m/04szw,/m/06w87,/m/0fx80y,/m/0gg8l"
CJkSwnfNQeA,30000,40000,/m/0fx9l
CJkXDm0vIpU,100000,110000,"/m/07pyf11,/m/07r04,/m/07yv9"
CJpgzmZY084,20000,30000,"/m/04gxbd,/m/04rlf,/m/0llzx"
CJzq6_VCG9U,500000,510000,"/m/07cx4,/m/07pp8cl,/m/09x0r"
CKEPPcaCjbw,60000,70000,"/m/01b9nn,/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y"
CKO35LsM0XI,30000,40000,"/m/04rlf,/m/05rwpb,/m/09x0r"
CKhCVFaGMF0,20000,30000,"/m/085jw,/m/0l14l2"
CKogmNGkGHE,180000,190000,"/m/015lz1,/m/0326g,/m/04rlf,/m/09x0r,/m/0l15bq"
CKx6chiGvf4,40000,50000,"/m/04rlf,/m/0xzly"
CL9m1ci5q6o,30000,40000,"/m/012n7d,/m/03j1ly,/m/03kmc9"
CLCJ7M3-bHU,20000,30000,"/m/07r5v4s,/m/0ytgt"
CLKXmp93nlc,30000,40000,"/m/025rv6n,/m/07qwf61,/m/0dbvp"
CLgzTSgUu5U,70000,80000,/m/03w41f
CM-zqUneSKQ,50000,60000,/m/025wky1
CM2rKZmcR0I,80000,90000,"/m/04rlf,/m/07p78v5,/m/0glt670"
CM7jMnBXw2Y,20000,30000,"/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/07pt_g0,/m/0fx80y,/m/0l14_3"
CMBAs27Sn1w,40000,50000,"/m/068zj,/m/0bt9lr,/m/0jbk"
CMRrjs0HJ44,330000,340000,"/m/02l6bg,/m/07yv9,/m/0k5j"
CMlNjekrpmg,0,10000,"/m/01xq0k1,/m/07rpkh9,/m/0ch8v"
CMpfRTWVvWE,50000,60000,/m/0150b9
CMrLI300cAk,190000,200000,"/m/015lz1,/m/04rlf,/m/05w3f"
CMsVGRaDvHM,0,10000,"/m/025rv6n,/m/07qn5dc,/m/07st89h,/m/09b5t"
CNCie2yESE0,370000,380000,/m/05_wcq
CNETKbKHhwc,0,5000,/m/014zdl
CNOv30jkKSU,30000,40000,"/m/012f08,/m/07q2z82,/m/07yv9,/m/0k4j"
CNURVtAOhRE,30000,40000,"/m/032s66,/m/0_1c"
CNXOI1AIjKo,30000,40000,"/m/01v1d8,/m/04rlf"
CNXZhVIMgtE,0,10000,"/m/01d3sd,/m/09x0r"
CNkb_FSWIxE,30000,40000,"/m/07qjznl,/m/07qjznt"
CNrluRPfLP4,30000,40000,"/m/02rtxlg,/m/04rlf,/m/09x0r"
CO6xHhPUbr0,30000,40000,/m/06bxc
COCKTV6WlHk,30000,40000,/m/07r_k2n
CODED-olxjw,160000,170000,/m/0326g
CONgGb-D4Iw,30000,40000,"/m/01z5f,/m/068hy,/m/0bt9lr,/m/0jbk"
COUduwxlHCQ,190000,200000,"/m/04rlf,/m/09x0r,/t/dd00121"
COVGt6yeIcU,70000,80000,"/m/09x0r,/t/dd00112,/t/dd00125"
COe52lCaNPk,30000,40000,"/m/032s66,/m/0_1c"
CPIuqFZoEfI,460000,470000,"/m/07rgt08,/m/09x0r"
CPX6f-Awx-0,60000,70000,"/m/0164x2,/m/04rlf"
CPYmDhj5vRw,510000,520000,"/t/dd00006,/t/dd00125"
CP_Otoy4hhA,150000,160000,/m/046dlr
CQBDBBSHcwg,30000,40000,"/m/04rlf,/m/07rjzl8"
CQpEMIl3lVo,30000,40000,"/m/07rv9rh,/m/09x0r"
CR3HqozYwos,160000,170000,"/m/09x0r,/m/0fqfqc,/t/dd00125"
CR9euUjoE5M,170000,180000,"/m/02fxyj,/m/04rlf"
CRCYiI6n5jE,20000,30000,"/m/07rkbfh,/m/09x0r,/t/dd00128"
CRHEuoCnI74,30000,40000,"/m/01kcd,/m/06ncr,/m/085jw"
CRUd8kY3L70,10000,20000,"/m/03qjg,/m/085jw"
CRUho-gpfoQ,10000,20000,"/m/02c8p,/m/09x0r,/t/dd00125"
CRlfJU17byA,30000,40000,"/m/07r_80w,/m/09d5_"
CRmOXocqKRo,0,10000,"/m/07qwyj0,/m/0jb2l,/m/0ngt1"
CRn0H9xiDmc,0,10000,"/m/01glhc,/m/04rlf"
CRnZU1EPJKo,230000,240000,/m/01m4t
CRoNhfLufDA,30000,40000,"/m/07pxg6y,/m/09x0r"
CRpwWxdKWis,20000,30000,/m/07szfh9
CSDTI9Hpn7k,30000,40000,"/m/04rlf,/m/04s8yn,/m/07r5c2p"
CSFoZLAksRY,0,10000,"/m/011k_j,/m/04rlf"
CSWnht9eAO8,300000,310000,"/m/08p9q4,/m/09x0r"
CSaXbTIs8gk,60000,70000,"/m/015lz1,/m/04rlf,/m/07rn7sz"
CSfJWw9cM2s,100000,110000,"/m/03m9d0z,/m/05zppz,/m/09x0r,/t/dd00129"
CSfLyPhAxO4,310000,320000,"/m/02z32qm,/m/09x0r"
CSfbHfwsIVE,20000,30000,"/m/01y3hg,/m/02fs_r,/m/07pp_mv,/m/09x0r"
CSzMTqkLHyg,60000,70000,"/m/02bxd,/m/04rlf,/m/04szw"
CT1RIngdLQI,30000,40000,"/m/03j1ly,/m/03kmc9,/m/04qvtq"
CT6AQ9fhe4s,80000,90000,"/m/013y1f,/m/03xq_f"
CT6FTKRFAa0,470000,480000,"/m/03cczk,/t/dd00125"
CTBFPn_S5u0,30000,40000,"/m/01z5f,/m/05tny_,/m/068hy,/m/07pyy8b,/m/07rc7d9,/m/0bt9lr,/m/0jbk"
CTCTUPUfNjw,30000,40000,"/m/04rlf,/m/07lnk,/m/08cyft"
CTXdsjN9yDs,160000,170000,"/m/03p19w,/m/07yv9"
CTdXw23Ksv8,10000,20000,"/m/015lz1,/m/01lyv"
CTgovaxEBsU,150000,160000,"/m/04rlf,/m/07kc_"
CU1euq2Zl5E,520000,530000,"/m/068hy,/m/07sx8x_,/m/09x0r,/m/0jbk,/t/dd00125"
CU8_Bh04qQc,30000,40000,"/m/01z7dr,/m/04rlf,/m/0l14gg"
CUK5iAqPa8g,80000,90000,"/m/023vsd,/m/07pdjhy,/m/083vt"
CUTr7xl7WCo,550000,560000,"/m/06_fw,/m/09x0r"
CUYyGU_I-S8,150000,160000,/m/01w250
CU_jg52YOaE,160000,170000,"/m/015lz1,/m/01swy6,/m/04rlf"
CU_l9xDeKsg,40000,50000,"/m/04rlf,/m/07qfgpx,/m/0dv5r"
CUw2l7PXCyY,10000,20000,"/m/0838f,/m/09x0r,/t/dd00088"
CUyRFJn26OA,190000,200000,"/m/04rlf,/m/09x0r,/t/dd00127"
CVBCHb30GsM,30000,40000,/m/030rvx
CVTWnEdvCAY,3000,13000,/m/0mbct
CVbd86Xi1a0,30000,40000,"/m/01jg02,/m/01jg1z"
CVcySsjK8Es,30000,40000,"/m/04rlf,/m/07gxw,/m/09x0r"
CVgLrsBPt4o,140000,150000,"/m/02bxd,/m/04rlf,/m/09x0r"
CVqn9_15cxU,30000,40000,"/m/07qlwh6,/m/09x0r"
CW2U8IGzuO4,220000,230000,/m/0mbct
CWjnvpL8N8k,60000,70000,"/m/07qv4k0,/m/09x0r"
CWvOZyY0CTg,110000,120000,/m/02qmj0d
CX0N1ZASnhc,10000,20000,/m/07pxg6y
CXFCW_AHFCk,30000,40000,"/m/06mb1,/m/0jb2l,/m/0ngt1"
CXrs-ULjE4E,17000,27000,"/m/07sx8x_,/m/09x0r"
CXv1Z7f4_iU,220000,230000,"/m/07p9k1k,/m/07ptfmf"
CY5AiZoXerU,40000,50000,"/m/09t49,/m/09x0r"
CYDIWKmx6xw,380000,390000,"/m/015jpf,/m/09x0r"
CYFviVZrLbk,150000,160000,"/m/04rlf,/m/07qsvvw,/m/09x0r"
CYG7V1utLDg,7000,17000,"/m/07pyf11,/m/09x0r"
CYR7OUgHoy8,470000,480000,"/m/04rlf,/m/07pc8lb,/m/09x0r"
CYRPez2qQcc,26000,36000,"/m/04rlf,/m/07qb_dv"
CYZZIkEw_jY,30000,40000,"/m/026t6,/m/02k_mr,/m/03t3fj,/m/06rvn,/m/0bm02,/m/0l14md"
CYc-H8Wg-MQ,30000,40000,"/m/02mk9,/m/07pb8fc,/m/07q2z82,/m/07yv9,/t/dd00067"
CYn0BPhowYs,50000,60000,/m/07r4gkf
CYuYfvQv4eo,30000,40000,"/m/01kcd,/m/06ncr"
CZ84mvZuIEg,70000,80000,"/m/04cvmfc,/m/04rlf"
CZ9d_gTXmUM,70000,80000,"/m/02bm9n,/m/05zc1,/m/0l7xg,/t/dd00077"
CZMWszd5SRk,160000,170000,"/m/04rlf,/m/0l14gg"
CZZSQ6rd8h0,110000,120000,"/m/04rlf,/m/04szw,/m/07y_7,/m/0ggq0m,/m/0l14_3"
CZc9MZIxSSc,30000,40000,/m/07rbp7_
CZmXS2RoqQ8,15000,25000,"/m/04rlf,/m/07qz6j3"
CZmiS6QsfJU,220000,230000,/m/0939n_
CZmjSr9_TDM,30000,40000,"/m/015lz1,/m/028sqc,/m/04rlf,/m/064t9,/m/07p78v5"
CZyFrGVxeOg,210000,220000,"/m/015lz1,/m/04rlf,/m/07p78v5"
CZysUOZ1B7M,50000,60000,"/m/0261r1,/m/0ytgt"
C_Ff9n9UV3s,160000,170000,/m/0dl83
C_Jr3E35-mA,30000,40000,/m/05rj2
C_V09Wb82Wc,30000,40000,"/m/07qz6j3,/m/09x0r"
C_mHhn4eT10,30000,40000,"/m/01j3sz,/m/07r660_,/m/07rgt08,/m/07sq110,/m/0ytgt"
C_mhKNY8zok,30000,40000,"/m/04rlf,/m/09x0r,/t/dd00003,/t/dd00004"
Ca3amArj99E,50000,60000,/m/0l156k
CaCjiFUL6Fg,170000,180000,"/m/015lz1,/m/015vgc,/m/028sqc,/m/04rlf,/m/0ggq0m"
CaJ7I3YAAPo,520000,530000,/m/0b9m1
CaKQVPai0nY,500000,510000,"/m/03v3yw,/m/04rlf,/m/09x0r"
CaM7y-OFy1I,50000,60000,/m/0ln16
Caey-sgITRI,30000,40000,"/m/07r5v4s,/m/09x0r"
CaiAjixpKiM,40000,50000,"/m/019jd,/m/06q74"
CanF614bJc8,330000,340000,/m/027m70_
Cap2DBCBwe8,30000,40000,"/m/02qldy,/m/04rlf,/m/09x0r"
CaxkP0O9_eg,100000,110000,"/m/01z47d,/m/04rlf,/m/09x0r"
Cb0aBG6aH0s,0,10000,"/m/07qyrcz,/m/09x0r"
CbJwYw2vLIg,60000,70000,"/m/07pqc89,/m/0838f"
CbKb-fGi8mE,30000,40000,"/m/07q5rw0,/m/09x0r"
CbkU92Hs_EE,60000,70000,"/m/07p6mqd,/m/09x0r"
Cbs3oYxw2u0,30000,40000,"/m/03k3r,/m/04rlf,/m/07rv9rh,/m/09x0r,/m/0jbk"
CbzGQy37k-c,30000,40000,"/m/04rlf,/m/04szw,/m/07y_7,/m/09x0r,/m/0gg8l"
Cc-W1gbe--U,30000,40000,/m/07qmpdm
CcKeBkOVJIY,30000,40000,"/m/02_41,/m/03m9d0z"
CcUoNeNvHOc,210000,220000,/m/02pjr4
CcXfe1xEuhA,30000,40000,"/m/04rlf,/m/07qwdck,/m/09x0r"
Cd1rJYW98oM,40000,50000,"/m/07ptzwd,/m/0838f"
Cd7JefC6-Zw,230000,240000,"/m/01hgjl,/m/02cz_7,/m/04rlf"
CdNy_LwXmw0,160000,170000,"/m/025wky1,/m/02mk9,/m/09x0r"
CdWA-SNcYpM,160000,170000,"/m/04rlf,/m/06by7,/t/dd00126,/t/dd00127"
Ce-Xok6SRPU,90000,100000,"/m/01kcd,/m/07c6l"
CeIiAEQTbhY,0,5000,/m/03qc9zr
CeNquhcDSgc,190000,200000,"/m/04gxbd,/m/07yv9,/m/09x0r,/m/0k4j"
CeW3NLlstf4,170000,180000,"/m/03q5t,/m/05148p4,/m/05r5c"
CeWRV2Z6N38,20000,30000,"/m/01z7dr,/m/02cjck,/m/04rlf"
CeaWlENtRio,530000,540000,"/m/02p0sh1,/m/04rlf,/m/05pd6"
CelxGPZvoyw,240000,250000,"/m/032s66,/m/073cg4"
CenOf_-3ZA8,220000,230000,"/m/02dgv,/m/09x0r,/t/dd00126"
Cf0nSdfdOmg,90000,100000,"/m/03qjg,/m/085jw"
Cf7-8eZiFiQ,140000,150000,"/m/07ptfmf,/m/0dxrf"
CfKe3SB6L4E,110000,120000,"/m/07r660_,/m/09x0r,/m/0ytgt,/t/dd00125"
CfOK1O8fkOc,0,10000,"/m/013y1f,/m/03xq_f"
CgMtYzbXFG4,40000,50000,"/m/07p9k1k,/m/0dxrf"
CgNKbp-L0Jk,0,10000,"/m/04rlf,/m/07pc8lb,/m/07qs1cx"
CgTc_-A_Gzw,0,8000,/m/0l156k
Cgcm8wfkrGk,0,7000,"/m/04rlf,/m/05r5wn"
CgsIv8K3WUo,20000,30000,"/m/014yck,/t/dd00129"
Ch1v5QwWGMk,30000,40000,"/m/04rlf,/m/07lnk,/m/07s72n,/m/08cyft"
Ch5nAE76soo,250000,260000,"/m/015lz1,/m/04rlf,/m/07sr1lc,/t/dd00127"
ChAIfLwT6gU,80000,90000,"/m/01d380,/m/07k1x,/m/0_ksk"
ChCdYoDz7CY,500000,510000,"/m/0140xf,/m/02mscn,/m/04rlf,/m/09x0r,/m/0ytgt,/t/dd00013"
Chgxg1R5kLQ,0,5000,/m/07ryjzk
ChqJYrmQIN4,50000,60000,"/m/015lz1,/m/02p0sh1,/m/04rlf,/m/04szw,/m/05pd6,/m/09x0r,/m/0g293,/m/0mkg"
ChuWtkDQIn4,300000,310000,"/m/04rlf,/m/07plz5l"
Ci5P7PUGPBE,30000,40000,"/m/01z47d,/m/07cx4,/m/09x0r"
CiH1YkbIq-o,140000,150000,/m/03q5_w
CiJ4riLLlzQ,50000,60000,/m/07plct2
CiPzXJjPU0c,30000,40000,"/m/02cz_7,/m/04rlf,/m/09x0r"
CiRAB4NDESc,30000,40000,"/m/07rgt08,/m/0ytgt"
CiU-JeJFwyc,50000,60000,"/m/014yck,/m/02l6bg,/m/07yv9"
Cilm0WNRdCo,5000,15000,/m/01lsmm
CircEnRmONY,90000,100000,"/m/07pp8cl,/m/09x0r"
CjFeHnI-hd8,10000,20000,"/m/07rrlb6,/m/09x0r"
CjMNRR1qCA4,30000,40000,"/m/02rhddq,/m/07yv9"
CjaX3aiDNWA,450000,460000,"/m/01jt3m,/m/0838f"
Cjem1GlpQ5w,10000,20000,"/m/07hvw1,/m/07r04,/m/07yv9,/m/09x0r,/t/dd00128"
CjvsP_c0NfU,260000,270000,"/m/07r_80w,/m/09d5_"
CjzVs59SyQY,30000,40000,"/m/01yg9g,/m/09x0r"
Ck-1kRnHqro,10000,20000,"/m/026t6,/m/02hnl,/m/02k_mr,/m/03t3fj,/m/0bm02,/m/0l14md"
CkYgI1cyaTg,480000,490000,/m/0dv5r
Ck_bvV8Aa-k,170000,180000,"/m/03_d0,/m/04rlf,/m/04szw"
CknCLzcV1KU,1000,11000,"/m/09x0r,/m/0dl9sf8"
CkvFO8-UmVo,30000,40000,"/m/04rlf,/m/07qlf79"
Cl-pZtaY3Q0,20000,30000,/m/0145m
Cl3gwhRuVs0,300000,310000,"/m/02z32qm,/m/09x0r"
Cl64_nI7A14,120000,130000,"/m/02_41,/m/03m9d0z,/t/dd00092"
ClLtvPgaFKM,30000,40000,"/m/02_nn,/m/04rlf"
Cm5c1_MjF48,160000,170000,/m/02p3nc
Cm89PM3pc4w,330000,340000,"/m/01bjv,/m/07qv_d5,/m/07yv9,/t/dd00128"
CmTBVTlArrI,30000,40000,"/m/01h82_,/m/02mk9,/m/07yv9"
CmYWj2XFg3o,0,10000,"/m/04rlf,/m/0fd3y"
Cma2xvxfXlQ,370000,380000,/m/03cczk
Cma3MABaHsw,190000,200000,/m/01swy6
CmhOf7i4kVk,30000,40000,"/m/03r5q_,/m/04rlf"
CnK7EH2iEe0,30000,40000,"/m/04rlf,/m/06cqb"
CnLzWqG3tEk,30000,40000,"/m/03k3r,/m/07q5rw0,/m/07rv9rh,/m/0jbk"
CnTMm-bzssM,310000,320000,"/m/04rlf,/t/dd00033"
CnYRUm0HPaI,120000,130000,/m/02cz_7
CnYUEif7qF8,140000,150000,"/m/01y3hg,/m/02mk9,/m/07yv9"
CnYWJp2bknU,50000,60000,"/m/02x984l,/m/07r04,/m/07yv9"
CneVBi4y1Cw,30000,40000,/t/dd00067
CnnszUoFGcQ,0,10000,"/m/07rn7sz,/m/09x0r"
CnrBnj6hEaM,50000,60000,"/m/01x3z,/m/07qjznl"
CoKZ3cdGDBs,90000,100000,"/m/032s66,/m/073cg4"
CoPqrU3ddrE,0,10000,"/m/04rlf,/t/dd00037"
CoeQHqATUFE,5000,15000,/m/07plct2
Coq_grSFlNs,30000,40000,"/m/07bgp,/m/07q0h5t,/m/09x0r"
CosD0DxYzCk,30000,40000,"/m/09x0r,/m/0fqfqc"
Cp0UTM-IzjM,30000,40000,"/m/01z7dr,/m/04rlf,/m/07gxw,/m/07lnk"
CpBPzmIPIQE,0,10000,"/m/02dgv,/m/0642b4,/m/07rjzl8,/m/0c1dj"
CpHRQ-f4UtA,140000,150000,"/m/013y1f,/m/0395lw,/m/04rlf"
CpPa8PsCjSY,0,10000,"/m/07qyrcz,/m/09x0r"
CpQF96UpBMw,90000,100000,"/m/03fwl,/m/0ch8v,/m/0jbk"
CphodUaGuuQ,30000,40000,/m/01m4t
CpnbQ3XlxM4,55000,65000,"/m/04rlf,/m/05fw6t,/m/074ft"
CpoX-mbf2sA,360000,370000,"/m/09x0r,/m/0fqfqc"
CpqnskKVwhE,10000,20000,"/m/04rlf,/m/05r6t"
Cpvskfe75FM,30000,40000,"/m/019jd,/m/02rlv9"
Cq9_hnJw5Rs,400000,410000,"/m/09x0r,/m/0l15bq"
CqFBXaDXDkI,30000,40000,"/m/0283d,/m/04rlf,/m/07gxw,/m/07lnk,/m/07s72n"
CqWsb_bPiqI,280000,290000,"/m/09x0r,/m/0dv5r"
